raw,canonical,count
auditor-knowledge,auditor-knowledge,1
self-learning,self-learning,1
de-fi-security,de-fi-security,1
nlp-extraction,nlp-extraction,1
markov-strategy,markov-strategy,1
rule-based-generation,rule-based-generation,1
android-apps,android-apps,1
logging-disclosure,logging-disclosure,1
web-tracking,web-tracking,1
privacy-law,privacy-law,1
gdpr,gdpr,1
cookie-consent,cookie-consent,1
multi-country-study,multi-country-study,1
brussels-effect,brussels-effect,1
eprivacy-directive,eprivacy-directive,1
ccpa,ccpa,1
cross-border-privacy,cross-border-privacy,1
tracker-measurement,tracker-measurement,1
legal-compliance,legal-compliance,1
copyright-infringement,copyright-infringement,1
ai-training,ai-training,1
post-hoc-mitigation,post-hoc-mitigation,1
ex-ante-compliance,ex-ante-compliance,1
contract-law,contract-law,1
disgorgement,disgorgement,1
ip-law,ip-law,1
governance-first-architecture,governance-first-architecture,1
semantic-isa,semantic-isa,1
arbiter-k,arbiter-k,1
instruction-level-control,instruction-level-control,1
owner-harm,owner-harm,1
ai-agent-safety,ai-agent-safety,1
compositional-defense,compositional-defense,1
runtime-safety,runtime-safety,1
trust-boundary,trust-boundary,1
symbolic-semantic-defense,symbolic-semantic-defense,1
benchmark-gap,benchmark-gap,1
llm-tutors,llm-tutors,1
answer-leakage,answer-leakage,1
educational-ai,educational-ai,1
prompting-defenses,prompting-defenses,1
persuasion-taxonomy,persuasion-taxonomy,1
soft-failure-attack,soft-failure-attack,1
corpus-poisoning,corpus-poisoning,1
adversarial-document-generation,adversarial-document-generation,1
evolutionary-optimization,evolutionary-optimization,1
llm-alignment-exploitation,llm-alignment-exploitation,1
data-extraction-risk,data-extraction-risk,1
inextractability,inextractability,1
black-box-api,black-box-api,1
privacy-game-separation,privacy-game-separation,1
extraction-cost-estimation,extraction-cost-estimation,1
defense-mitigation,defense-mitigation,1
decision-tree-extraction,decision-tree-extraction,1
intel-sgx,intel-sgx,1
amd-sev,amd-sev,1
model-stealing,model-stealing,1
branch-prediction-attack,branch-prediction-attack,1
control-flow-leakage,control-flow-leakage,1
mlaas-security,mlaas-security,1
interactive-theorem-proving,interactive-theorem-proving,1
ring-theory,ring-theory,1
proof-assistant,proof-assistant,1
agentic-architectures,agentic-architectures,1
topology-comparison,topology-comparison,1
security-auditing,security-auditing,1
sparse-autoencoder,sparse-autoencoder,1
rlhf,rlhf,1
reward-model-hardening,reward-model-hardening,1
systemic-vulnerabilities,systemic-vulnerabilities,1
adversarial-prompt-generation,adversarial-prompt-generation,1
dual-repair,dual-repair,1
adaptive-sampling,adaptive-sampling,1
identity-based-signature,identity-based-signature,1
fog-computing,fog-computing,1
fanet,fanet,1
aggregate-signatures,aggregate-signatures,1
toctou-attack,toctou-attack,1
gui-agents,gui-agents,1
desktop-security,desktop-security,1
visual-atomicity-violation,visual-atomicity-violation,1
x11-vulnerability,x11-vulnerability,1
window-focus-hijack,window-focus-hijack,1
dom-injection,dom-injection,1
pre-execution-verification,pre-execution-verification,1
osworld,osworld,1
mechanistic-anomaly-detection,mechanistic-anomaly-detection,1
functional-attribution,functional-attribution,1
influence-functions,influence-functions,1
sgld-sampling,sgld-sampling,1
vision-models,vision-models,1
adversarial-detection,adversarial-detection,1
ood-detection,ood-detection,1
behavioral-contracts,behavioral-contracts,1
gherkin-specifications,gherkin-specifications,1
semantic-slicing,semantic-slicing,1
cryptocurrency,cryptocurrency,1
compute-cost-index,compute-cost-index,1
stablecoin,stablecoin,1
oracle-protocol,oracle-protocol,1
multi-agent-coordination,multi-agent-coordination,1
nav-based-vault,nav-based-vault,1
atomic-settlement,atomic-settlement,1
sparse-autoencoders,sparse-autoencoders,1
signal-submersion,signal-submersion,1
code-analysis,code-analysis,1
llm-assisted-security,llm-assisted-security,1
defect-discovery,defect-discovery,1
adversarial-review,adversarial-review,1
cross-model-critique,cross-model-critique,1
specification-validation,specification-validation,1
trustzone,trustzone,1
iot,iot,1
phase-decoupling,phase-decoupling,1
arm-trustzone,arm-trustzone,1
smpc,smpc,1
multimodal-safety,multimodal-safety,1
projector-analysis,projector-analysis,1
low-rank-subspace,low-rank-subspace,1
visual-trigger,visual-trigger,1
MLLM-security,mllm-security,1
SVD-analysis,svd-analysis,1
Trojan-projection,trojan-projection,1
diffusion-watermarking,diffusion-watermarking,1
tamper-localization,tamper-localization,1
AIGC-attribution,aigc-attribution,1
latent-fingerprinting,latent-fingerprinting,1
reprompting-defense,reprompting-defense,1
dual-channel-framework,dual-channel-framework,1
SD-2.1,sd-2-1,1
log-anomaly-detection,log-anomaly-detection,1
tiny-llms,tiny-llms,1
fedprox,fedprox,1
privacy-preserving-entity-alignment,privacy-preserving-entity-alignment,1
multi-party-psu,multi-party-psu,1
vertical-federated-learning,vertical-federated-learning,1
commutative-encryption,commutative-encryption,1
n-gram-tokenization,n-gram-tokenization,1
intersection-privacy,intersection-privacy,1
diffie-hellman,diffie-hellman,1
noisy-identifier-matching,noisy-identifier-matching,1
privacy-enhancing-technologies,privacy-enhancing-technologies,1
ctf-benchmark,ctf-benchmark,1
partial-credit-evaluation,partial-credit-evaluation,1
smolagents,smolagents,1
checkpoint-evaluation,checkpoint-evaluation,1
eye-tracking,eye-tracking,1
scanpath-comparison,scanpath-comparison,1
secure-storage,secure-storage,1
multimatch,multimatch,1
scanmatch,scanmatch,1
subsmatch,subsmatch,1
malicious-model-detection,malicious-model-detection,1
one-class-svm,one-class-svm,1
model-hub-security,model-hub-security,1
huggingface,huggingface,1
system-call-analysis,system-call-analysis,1
pickle-security,pickle-security,1
task-clustering,task-clustering,1
in-context-learning,in-context-learning,1
adversarial-ai,adversarial-ai,1
api-security,api-security,1
rest-api,rest-api,1
openapi,openapi,1
graph-modeling,graph-modeling,1
autoencoder,autoencoder,1
microservices,microservices,1
iot-firmware-security,iot-firmware-security,1
busybox,busybox,1
vulnerability-retrieval,vulnerability-retrieval,1
cross-architecture,cross-architecture,1
binary-similarity,binary-similarity,1
stripped-binary-analysis,stripped-binary-analysis,1
patch-state-profiling,patch-state-profiling,1
function-retrieval,function-retrieval,1
evolution-aware,evolution-aware,1
binary-auditing,binary-auditing,1
combinatorics-on-words,combinatorics-on-words,1
cyclic-equalizability,cyclic-equalizability,1
parikh-vectors,parikh-vectors,1
abelian-equivalence,abelian-equivalence,1
card-based-cryptography,card-based-cryptography,1
characterization-theorem,characterization-theorem,1
gnn-fraud-detection,gnn-fraud-detection,1
temporal-distribution-shift,temporal-distribution-shift,1
strict-inductive-protocol,strict-inductive-protocol,1
bitcoin-transaction-graphs,bitcoin-transaction-graphs,1
elliptic-dataset,elliptic-dataset,1
paired-ablation-study,paired-ablation-study,1
protocol-critique,protocol-critique,1
feature-baseline,feature-baseline,1
llm-xss-generation,llm-xss-generation,1
obfuscation-detection,obfuscation-detection,1
runtime-validation,runtime-validation,1
browser-based-evaluation,browser-based-evaluation,1
machine-learning-security,machine-learning-security,1
adversarial-data-augmentation,adversarial-data-augmentation,1
fine-tuning-evaluation,fine-tuning-evaluation,1
transformation-chains,transformation-chains,1
cyber-defense,cyber-defense,1
threat-hunting,threat-hunting,1
soc,soc,1
coverage-score,coverage-score,1
attribution-gap,attribution-gap,1
metadata,metadata,1
compiler-toolchain,compiler-toolchain,1
binary-format,binary-format,1
elf-format,elf-format,1
lifting,lifting,1
recompilation,recompilation,1
instrumentation,instrumentation,1
ai-agent,ai-agent,1
information-flow-control,information-flow-control,1
data-confidentiality,data-confidentiality,1
execution-environment,execution-environment,1
user-data-protection,user-data-protection,1
deterministic-guarantees,deterministic-guarantees,1
mcp-server,mcp-server,1
signalgate,signalgate,1
socio-technical-security,socio-technical-security,1
pi-calculus,pi-calculus,1
scif,scif,1
power-imbalances,power-imbalances,1
false-security,false-security,1
cryptography-usability,cryptography-usability,1
operational-security,operational-security,1
government-communication,government-communication,1
space-switching,space-switching,1
fv-scheme,fv-scheme,1
bgv-bfv,bgv-bfv,1
comparison-operation,comparison-operation,1
arithmetic-operation,arithmetic-operation,1
database-workloads,database-workloads,1
simd-packing,simd-packing,1
exact-comparison,exact-comparison,1
segmentation-model,segmentation-model,1
sem-image-segmentation,sem-image-segmentation,1
standard-cell-library,standard-cell-library,1
ic-security,ic-security,1
fl-vulnerability,fl-vulnerability,1
gradient-inversion-attack,gradient-inversion-attack,1
image-segmentation,image-segmentation,1
u-net,u-net,1
ic-reverse-engineering,ic-reverse-engineering,1
stealthy-attack,stealthy-attack,1
patch-wise-trigger,patch-wise-trigger,1
trigger-radiating-effect,trigger-radiating-effect,1
bi-level-optimization,bi-level-optimization,1
multi-location-insertion,multi-location-insertion,1
attention-stealthiness,attention-stealthiness,1
cloud-edge-computing,cloud-edge-computing,1
multi-agent-rl,multi-agent-rl,1
smart-city,smart-city,1
llm-reasoning,llm-reasoning,1
counterfactual-reasoning,counterfactual-reasoning,1
graph-validation,graph-validation,1
risk-scoring,risk-scoring,1
autonomous-response,autonomous-response,1
closed-loop,closed-loop,1
node-js-security,node-js-security,1
exploit-generation,exploit-generation,1
react-agents,react-agents,1
npm-security,npm-security,1
logging-security,logging-security,1
automated-repair,automated-repair,1
log-injection,log-injection,1
sensitive-data-protection,sensitive-data-protection,1
benchmark-dataset,benchmark-dataset,1
secure-source-coding,secure-source-coding,1
rate-distortion-perception,rate-distortion-perception,1
randomized-distributed-computing,randomized-distributed-computing,1
broadcast-channels,broadcast-channels,1
side-information,side-information,1
source-channel-separation,source-channel-separation,1
strong-secrecy,strong-secrecy,1
feature-fusion,feature-fusion,1
q-learning,q-learning,1
efficientnet,efficientnet,1
inceptionv3,inceptionv3,1
text-steganography,text-steganography,1
black-box,black-box,1
dynamic-codebook,dynamic-codebook,1
generative-steganography,generative-steganography,1
information-hiding,information-hiding,1
memory-forensics,memory-forensics,1
tls-callbacks,tls-callbacks,1
volatility-plugin,volatility-plugin,1
pe-analysis,pe-analysis,1
yara-integration,yara-integration,1
operational-technology,operational-technology,1
mcqa,mcqa,1
it-security,it-security,1
ot-security,ot-security,1
proposer-verifier-framework,proposer-verifier-framework,1
certification-knowledge,certification-knowledge,1
scaling-laws,scaling-laws,1
privacy-preserving-ANN,privacy-preserving-ann,1
ORAM,oram,1
TEE,tee,1
disk-oblivious-search,disk-oblivious-search,1
co-design,co-design,1
cost-efficiency,cost-efficiency,1
certified-robustness,certified-robustness,1
randomized-smoothing,randomized-smoothing,1
metamorphic-malware,metamorphic-malware,1
feature-ablation,feature-ablation,1
lightgbm,lightgbm,1
z3-smt-solver,z3-smt-solver,1
cwe-190,cwe-190,1
arithmetic-vulnerabilities,arithmetic-vulnerabilities,1
ai-sandbox,ai-sandbox,1
cpp-security,cpp-security,1
pre-deployment-scanning,pre-deployment-scanning,1
containment-framework,containment-framework,1
bitvector-analysis,bitvector-analysis,1
frontier-model-safety,frontier-model-safety,1
rowhammer-mitigation,rowhammer-mitigation,1
dram-security,dram-security,1
prac,prac,1
victim-counting,victim-counting,1
counter-architecture,counter-architecture,1
clustered-federated-learning,clustered-federated-learning,1
non-iid-data,non-iid-data,1
privacy-preserving-machine-learning,privacy-preserving-machine-learning,1
normality-driven-aggregation,normality-driven-aggregation,1
av-security,av-security,1
evaluation-framework,evaluation-framework,1
meta-science,meta-science,1
gradient-masking,gradient-masking,1
multi-norm-testing,multi-norm-testing,1
patch-deployment,patch-deployment,1
critical-vulnerabilities,critical-vulnerabilities,1
cvss-scoring,cvss-scoring,1
remediation-delays,remediation-delays,1
sector-analysis,sector-analysis,1
cve-lifecycle,cve-lifecycle,1
mixed-methods-study,mixed-methods-study,1
can-intrusion-detection,can-intrusion-detection,1
lightweight-ann,lightweight-ann,1
real-time-ids,real-time-ids,1
automotive-cybersecurity,automotive-cybersecurity,1
iov,iov,1
spoofing-detection,spoofing-detection,1
fuzzy-attack-detection,fuzzy-attack-detection,1
embedded-deployment,embedded-deployment,1
pipelining,pipelining,1
fips-140-3,fips-140-3,1
harness-synthesis,harness-synthesis,1
coverage-guided-fuzzing,coverage-guided-fuzzing,1
automated-security,automated-security,1
chrome-security,chrome-security,1
zero-day-discovery,zero-day-discovery,1
dsl-synthesis,dsl-synthesis,1
fido2,fido2,1
passkeys,passkeys,1
phishing-resistance,phishing-resistance,1
ctap,ctap,1
attack-vectors,attack-vectors,1
aitm-attacks,aitm-attacks,1
vulnerability-testing,vulnerability-testing,1
framework,framework,1
autonomous-driving,autonomous-driving,1
deep-neural-networks,deep-neural-networks,1
safety,safety,1
security,security,1
HARA,hara,1
TARA,tara,1
ISO-26262,iso-26262,1
ISO-21434,iso-21434,1
perception,perception,1
sensitivity-uncertainty-alignment,sensitivity-uncertainty-alignment,1
uncertainty-quantification,uncertainty-quantification,1
calibration,calibration,1
ambiguity-handling,ambiguity-handling,1
consistency-regularization,consistency-regularization,1
selective-prediction,selective-prediction,1
security-recall-divergence,security-recall-divergence,1
omission-constraints-decay,omission-constraints-decay,1
attention-dilution,attention-dilution,1
context-length-vulnerability,context-length-vulnerability,1
commission-vs-omission,commission-vs-omission,1
safe-turn-depth,safe-turn-depth,1
schema-semantics,schema-semantics,1
latex-security,latex-security,1
information-disclosure,information-disclosure,1
arxiv,arxiv,1
source-code-analysis,source-code-analysis,1
preprint-security,preprint-security,1
metadata-leakage,metadata-leakage,1
secret-detection,secret-detection,1
internal-safety-collapse,internal-safety-collapse,1
task-completion-redirect,task-completion-redirect,1
frontier-llms,frontier-llms,1
safety-override,safety-override,1
tvd-framework,tvd-framework,1
adaptive-defense,adaptive-defense,1
security-utility-tradeoff,security-utility-tradeoff,1
sentinel-strategist,sentinel-strategist,1
software-defined-networking,software-defined-networking,1
stacking,stacking,1
mutual-information,mutual-information,1
safety-audit,safety-audit,1
LLM-security,llm-security,1
steering-vectors,steering-vectors,1
model-auditing,model-auditing,1
model-merging,model-merging,1
privacy-accounting,privacy-accounting,1
post-processing,post-processing,1
renyi-dp,renyi-dp,1
privacy-loss-distributions,privacy-loss-distributions,1
function-hijacking,function-hijacking,1
function-calling,function-calling,1
tool-manipulation,tool-manipulation,1
gcg-attack,gcg-attack,1
vr-security,vr-security,1
keystroke-inference,keystroke-inference,1
password-protection,password-protection,1
virtual-keyboard,virtual-keyboard,1
honeyword-detection,honeyword-detection,1
ghost-character-injection,ghost-character-injection,1
residual-risk,residual-risk,1
post-patch-analysis,post-patch-analysis,1
code-similarity,code-similarity,1
vulnerability-assessment,vulnerability-assessment,1
code-embedding,code-embedding,1
code-language-models,code-language-models,1
layer-2-scaling,layer-2-scaling,1
zk-proofs,zk-proofs,1
vector-commitments,vector-commitments,1
verkle-trees,verkle-trees,1
optimistic-rollups,optimistic-rollups,1
zk-rollups,zk-rollups,1
pairing-friendly-curves,pairing-friendly-curves,1
commitment-schemes,commitment-schemes,1
cryptographic-security,cryptographic-security,1
stateless-ethereum,stateless-ethereum,1
llm-api-gateway,llm-api-gateway,1
black-box-auditing,black-box-auditing,1
behavioral-consistency,behavioral-consistency,1
billing-accuracy,billing-accuracy,1
latency-measurement,latency-measurement,1
transparency-analysis,transparency-analysis,1
silent-truncation-detection,silent-truncation-detection,1
ground-truth-dataset,ground-truth-dataset,1
osv,osv,1
package-ecosystems,package-ecosystems,1
empirical-evaluation,empirical-evaluation,1
reproducibility,reproducibility,1
cross-session-threat-detection,cross-session-threat-detection,1
guardrail-evasion,guardrail-evasion,1
slow-drip-attacks,slow-drip-attacks,1
compositional-exfiltration,compositional-exfiltration,1
information-bottleneck,information-bottleneck,1
coreset-memory,coreset-memory,1
feature-pyramid-network,feature-pyramid-network,1
schedule-free-optimization,schedule-free-optimization,1
image-based-analysis,image-based-analysis,1
resnet18,resnet18,1
android-malware,android-malware,1
malnet,malnet,1
jailbreak-generation,jailbreak-generation,1
contextual-bandit,contextual-bandit,1
adaptive-instruction,adaptive-instruction,1
neural-thompson-sampling,neural-thompson-sampling,1
combinatorial-optimization,combinatorial-optimization,1
diversity-metrics,diversity-metrics,1
attack-success-rate,attack-success-rate,1
block-building,block-building,1
multi-round-simulation,multi-round-simulation,1
smart-contract-security,smart-contract-security,1
inter-transaction-dependency,inter-transaction-dependency,1
physical-unclonable-functions,physical-unclonable-functions,1
hardware-root-of-trust,hardware-root-of-trust,1
ai-model-integrity,ai-model-integrity,1
puf-survey,puf-survey,1
machine-learning-attacks,machine-learning-attacks,1
counterfeit-ics,counterfeit-ics,1
deterministic-generation,deterministic-generation,1
curve-parameter-transparency,curve-parameter-transparency,1
weierstrass-curve,weierstrass-curve,1
522-bit-curve,522-bit-curve,1
blake3-derivation,blake3-derivation,1
reproducible-parameters,reproducible-parameters,1
hippofrog,hippofrog,1
heterogeneous-architecture,heterogeneous-architecture,1
adversarial-verification,adversarial-verification,1
cost-optimization,cost-optimization,1
privacy-benchmark,privacy-benchmark,1
enterprise-llm-agents,enterprise-llm-agents,1
information-leakage,information-leakage,1
inverse-scaling,inverse-scaling,1
prompt-defense,prompt-defense,1
drift-monitoring,drift-monitoring,1
evasion-attacks,evasion-attacks,1
feature-space-attacks,feature-space-attacks,1
tabular-malware-detection,tabular-malware-detection,1
adversarial-examples,adversarial-examples,1
gradient-based-attacks,gradient-based-attacks,1
non-stationary-detection,non-stationary-detection,1
evasion-detectability-tradeoff,evasion-detectability-tradeoff,1
information-embedding,information-embedding,1
entropy-utilization,entropy-utilization,1
poisoning-attack,poisoning-attack,1
cluster-segregation,cluster-segregation,1
dbscan-clustering,dbscan-clustering,1
deep-learning-security,deep-learning-security,1
clinical-de-identification,clinical-de-identification,1
dutch-nlp,dutch-nlp,1
ner,ner,1
healthcare-ai,healthcare-ai,1
stackelberg,stackelberg,1
hybrid-cryptography,hybrid-cryptography,1
security-games,security-games,1
submodular-optimization,submodular-optimization,1
crypto-agility,crypto-agility,1
dynamic-programming,dynamic-programming,1
robust-optimization,robust-optimization,1
tool-server-security,tool-server-security,1
protocol-aware-testing,protocol-aware-testing,1
developer-pitfalls,developer-pitfalls,1
trace-based-validation,trace-based-validation,1
cox-regression,cox-regression,1
survival-analysis,survival-analysis,1
local-dp,local-dp,1
central-dp,central-dp,1
medical-informatics,medical-informatics,1
privacy-preserving-analytics,privacy-preserving-analytics,1
risk-management,risk-management,1
cybersecurity-competency,cybersecurity-competency,1
training-effectiveness,training-effectiveness,1
sem-analysis,sem-analysis,1
nlp-classification,nlp-classification,1
professional-formation,professional-formation,1
cybersecurity-training,cybersecurity-training,1
leadership-governance,leadership-governance,1
threat-management,threat-management,1
epistemic-compression,epistemic-compression,1
hyperproperty-verification,hyperproperty-verification,1
attack-resilience-hyperproperties,attack-resilience-hyperproperties,1
network-architecture-security,network-architecture-security,1
protocol-verification,protocol-verification,1
battery-management-system,battery-management-system,1
early-detection,early-detection,1
positional-encoding,positional-encoding,1
edge-deployment,edge-deployment,1
ics-security,ics-security,1
holistic-detection,holistic-detection,1
wireless-ics,wireless-ics,1
llm-adoption,llm-adoption,1
soc-operations,soc-operations,1
sociotechnical,sociotechnical,1
ethnographic-study,ethnographic-study,1
co-creation,co-creation,1
trust-calibration,trust-calibration,1
secı-model,sec-model,1
llm-security-platform,llm-security-platform,1
analyst-workflow,analyst-workflow,1
style-transfer,style-transfer,1
supply-chain-attack,supply-chain-attack,1
poisoned-fine-tuning,poisoned-fine-tuning,1
stealthiness,stealthiness,1
peft-attack,peft-attack,1
mmwave-imaging,mmwave-imaging,1
waveform-domain-attack,waveform-domain-attack,1
synthetic-aperture-radar,synthetic-aperture-radar,1
rf-sensing,rf-sensing,1
skill-stealing,skill-stealing,1
prompt-extraction,prompt-extraction,1
skill-guard,skill-guard,1
lan-defense,lan-defense,1
llm-leakage,llm-leakage,1
interactive-triage,interactive-triage,1
agent-based-security,agent-based-security,1
ui-interaction,ui-interaction,1
cloaking-evasion,cloaking-evasion,1
forensic-analysis,forensic-analysis,1
lidar-security,lidar-security,1
camera-security,camera-security,1
cross-modal-attack,cross-modal-attack,1
transient-turn-injection,transient-turn-injection,1
stateless-attack,stateless-attack,1
multi-turn-jailbreak,multi-turn-jailbreak,1
stateless-moderation,stateless-moderation,1
context-aware-defense,context-aware-defense,1
multi-commit-vulnerabilities,multi-commit-vulnerabilities,1
sast,sast,1
python,python,1
cve,cve,1
cross-commit-analysis,cross-commit-analysis,1
soc-analysts,soc-analysts,1
alarm-triage,alarm-triage,1
explainability,explainability,1
field-study,field-study,1
false-positives,false-positives,1
decision-making,decision-making,1
real-world-study,real-world-study,1
qualitative-analysis,qualitative-analysis,1
fraud-detection,fraud-detection,1
explainable-ml,explainable-ml,1
audit-trail,audit-trail,1
tamper-proof,tamper-proof,1
layer-2,layer-2,1
gdpr-compliance,gdpr-compliance,1
execution-mediation,execution-mediation,1
control-plane,control-plane,1
intent-validation,intent-validation,1
obfuscation-membrane,obfuscation-membrane,1
evidence-chain,evidence-chain,1
sovereign-ai,sovereign-ai,1
cloud-infrastructure,cloud-infrastructure,1
mobile-app-security,mobile-app-security,1
nlp,nlp,1
encoder-decoder,encoder-decoder,1
purpose-compliance,purpose-compliance,1
data-safety-labels,data-safety-labels,1
google-play-store,google-play-store,1
llm-finetuning,llm-finetuning,1
direct-preference-optimization,direct-preference-optimization,1
android,android,1
knowledge-graph-embeddings,knowledge-graph-embeddings,1
cve-cwe-correction,cve-cwe-correction,1
nvd-data-quality,nvd-data-quality,1
link-prediction,link-prediction,1
knowledge-graph,knowledge-graph,1
cwe-ontology,cwe-ontology,1
rl-fine-tuning-audit,rl-fine-tuning-audit,1
behavioral-canaries,behavioral-canaries,1
data-provenance,data-provenance,1
reward-modeling,reward-modeling,1
dataset-poisoning,dataset-poisoning,1
codelm-defense,codelm-defense,1
functionality-preserving,functionality-preserving,1
code-sanitization,code-sanitization,1
integer-linear-program,integer-linear-program,1
layered-monitoring,layered-monitoring,1
heterogeneous-networks,heterogeneous-networks,1
optimization,optimization,1
scip-solver,scip-solver,1
cpdfd,cpdfd,1
dfd-extension,dfd-extension,1
privacy-security,privacy-security,1
autonomous-exploitation,autonomous-exploitation,1
risk-mitigation,risk-mitigation,1
horizontal-attacks,horizontal-attacks,1
atomic-blocks,atomic-blocks,1
template-matching,template-matching,1
em-analysis,em-analysis,1
countermeasures,countermeasures,1
logit-balanced-partitioning,logit-balanced-partitioning,1
watermark-strength,watermark-strength,1
low-entropy-tasks,low-entropy-tasks,1
code-generation,code-generation,1
math-reasoning,math-reasoning,1
authorship-tracing,authorship-tracing,1
kgw-improvement,kgw-improvement,1
vocabulary-partitioning,vocabulary-partitioning,1
acl-2026,acl-2026,1
pir,pir,1
authenticated-pir,authenticated-pir,1
malicious-server-tolerance,malicious-server-tolerance,1
selective-failure-attacks,selective-failure-attacks,1
ssl-watermarking,ssl-watermarking,1
ip-protection,ip-protection,1
black-box-verification,black-box-verification,1
encoder-as-a-service,encoder-as-a-service,1
model-ownership,model-ownership,1
bilevel-optimization,bilevel-optimization,1
co-evolution,co-evolution,1
mab-malware,mab-malware,1
robust-classification,robust-classification,1
blockchain-wallet,blockchain-wallet,1
provenance-access-control,provenance-access-control,1
privacy-preserving-custody,privacy-preserving-custody,1
account-abstraction,account-abstraction,1
tee-benchmarking,tee-benchmarking,1
rule-based-classifiers,rule-based-classifiers,1
decision-trees,decision-trees,1
explainable-security,explainable-security,1
interpretable-ml,interpretable-ml,1
elf-binary,elf-binary,1
genetic-algorithm,genetic-algorithm,1
semantic-preserving,semantic-preserving,1
malconv,malconv,1
postphenomenology,postphenomenology,1
risk-models,risk-models,1
artifact-mediation,artifact-mediation,1
technological-intentionality,technological-intentionality,1
CIIM,ciim,1
systemic-collapse,systemic-collapse,1
philosophy-of-technology,philosophy-of-technology,1
human-technology-relations,human-technology-relations,1
automated-red-teaming,automated-red-teaming,1
agent-based-llm-security,agent-based-llm-security,1
strategy-evolution,strategy-evolution,1
context-fragmented-violations,context-fragmented-violations,1
semantic-taint-token,semantic-taint-token,1
distributed-enforcement,distributed-enforcement,1
data-leak-prevention,data-leak-prevention,1
phantom-ecosystem-benchmark,phantom-ecosystem-benchmark,1
skill-poisoning,skill-poisoning,1
attention-analysis,attention-analysis,1
internal-signals,internal-signals,1
frozen-backbone-detection,frozen-backbone-detection,1
partial-observability,partial-observability,1
attestation,attestation,1
authority-reconstruction,authority-reconstruction,1
runtime-execution,runtime-execution,1
fail-closed-design,fail-closed-design,1
module-lattices,module-lattices,1
lattice-reduction,lattice-reduction,1
cdpr-attack,cdpr-attack,1
milp-optimization,milp-optimization,1
quantum-cryptanalysis,quantum-cryptanalysis,1
mlwe-security,mlwe-security,1
llm-accelerator,llm-accelerator,1
efpga-security,efpga-security,1
hardware-trojans,hardware-trojans,1
asic-security,asic-security,1
post-deployment-patching,post-deployment-patching,1
neural-watermarking,neural-watermarking,1
image-authentication,image-authentication,1
VQ-VAE,vq-vae,1
content-encoding,content-encoding,1
tampering-detection,tampering-detection,1
latent-space-verification,latent-space-verification,1
EdDSA,eddsa,1
forgery-detection,forgery-detection,1
android-malware-detection,android-malware-detection,1
temporal-bias,temporal-bias,1
byol,byol,1
time-stamped-dataset,time-stamped-dataset,1
ai-deployment,ai-deployment,1
cyber-risk,cyber-risk,1
governance-capability-gap,governance-capability-gap,1
deployment-paradox,deployment-paradox,1
capability-damage-bundling,capability-damage-bundling,1
organizational-security,organizational-security,1
cybersecurity-investment,cybersecurity-investment,1
authority-exposure,authority-exposure,1
llm-vulnerabilities,llm-vulnerabilities,1
garak,garak,1
rl-finetuning,rl-finetuning,1
sva-generation,sva-generation,1
react-agent,react-agent,1
jaspergold,jaspergold,1
hardware-verification,hardware-verification,1
rtl-design,rtl-design,1
solver-in-the-loop,solver-in-the-loop,1
llm-unlearning,llm-unlearning,1
ar-security,ar-security,1
cross-stack-defense,cross-stack-defense,1
agent-guardrails,agent-guardrails,1
social-engineering-defense,social-engineering-defense,1
fisher-weighted-optimization,fisher-weighted-optimization,1
profile-suppression,profile-suppression,1
rule-fact-ai,rule-fact-ai,1
blackboard-architecture,blackboard-architecture,1
multi-compute,multi-compute,1
sonarr,sonarr,1
distributed-processing,distributed-processing,1
path-finding,path-finding,1
assembly-code,assembly-code,1
obfuscation-resistance,obfuscation-resistance,1
function-level-analysis,function-level-analysis,1
semantic-embeddings,semantic-embeddings,1
drm,drm,1
uma-accelerators,uma-accelerators,1
inline-crypto-engine,inline-crypto-engine,1
aes-ctr,aes-ctr,1
neural-processing-unit,neural-processing-unit,1
iso-27001,iso-27001,1
isms,isms,1
information-security,information-security,1
financial-technology,financial-technology,1
procedural-framework,procedural-framework,1
backup-management,backup-management,1
corrective-action,corrective-action,1
semantic-communication,semantic-communication,1
polymorphic-attack,polymorphic-attack,1
intensity-based-poisoning,intensity-based-poisoning,1
certified-defense,certified-defense,1
neural-backdoor,neural-backdoor,1
semantic-smoothing,semantic-smoothing,1
antidistillation,antidistillation,1
knowledge-distillation-defense,knowledge-distillation-defense,1
reasoning-traces,reasoning-traces,1
stackelberg-game,stackelberg-game,1
thought-anchors,thought-anchors,1
traceguard,traceguard,1
black-box-method,black-box-method,1
intellectual-property-protection,intellectual-property-protection,1
encrypted-model-training,encrypted-model-training,1
knn,knn,1
linear-regression,linear-regression,1
neural-networks,neural-networks,1
polynomial-approximation,polynomial-approximation,1
privacy-inconsistency-detection,privacy-inconsistency-detection,1
android-permissions,android-permissions,1
llm-based-agents,llm-based-agents,1
user-centric-security,user-centric-security,1
data-safety-analysis,data-safety-analysis,1
ai-identity,ai-identity,1
non-human-identity,non-human-identity,1
delegation,delegation,1
standards,standards,1
regulation,regulation,1
spiffe,spiffe,1
oauth,oauth,1
identity-lifecycle,identity-lifecycle,1
forward-edge-cfi,forward-edge-cfi,1
bloom-filter,bloom-filter,1
jump-oriented-programming,jump-oriented-programming,1
isa-extension,isa-extension,1
control-flow-integrity,control-flow-integrity,1
jop-defense,jop-defense,1
